SKU,Brand_Product_Size,Brand,Product Name,COL Price,COL ppu,COL Size,COL Specials,COL Category,Product URL
3697957P,Lieber's Classic Marinara Pasta Sauce 680g,Lieber's,Classic Marinara Pasta Sauce,7.0,$1.03 per 100G,680g,,International Foods,https://shop.coles.com.au/a/national/product/liebers-classic-marinara-pasta-sauce
9255044P,Dr. Olivee Grape Vine Leaves 850g,Dr. Olivee,Grape Vine Leaves,4.5,$0.53 per 100G,850g,,International Foods,https://shop.coles.com.au/a/national/product/dr-olivee-grape-vine-leaves
1385079P,Jinmailang Pork Stew Flavour Noodles 565g,Jinmailang,Pork Stew Flavour Noodles,3.3,$0.58 per 100G,565g,,International Foods,https://shop.coles.com.au/a/national/product/jinmailing-noodles-stew-pork
3736822P,Mama Shrimp Tom Yum Noodles Jumbo Pack 90g,Mama,Shrimp Tom Yum Noodles Jumbo Pack,1.0,$1.11 per 100G,90g,Specials,International Foods,https://shop.coles.com.au/a/national/product/mama-shrimp-tom-yum-nodles-jumbo-pack
3710013P,Nyakers Ginger Snaps Almond 150g,Nyakers,Ginger Snaps Almond,3.5,$2.33 per 100G,150g,,International Foods,https://shop.coles.com.au/a/national/product/nyakers-ginger-snaps-almond
6070701P,Savour Wasabi Flavoured Peas 100g,Savour,Wasabi Flavoured Peas,1.8,$1.80 per 100G,100g,,International Foods,https://shop.coles.com.au/a/national/product/savour-peas-wasabi
4952845P,Indomie Mi Goreng BBQ Chicken Flavour Instant Noodles 80g,Indomie,Mi Goreng BBQ Chicken Flavour Instant Noodles,0.7,$0.88 per 100G,80g,,International Foods,https://shop.coles.com.au/a/national/product/indo-mie-noodles-bbq-chicken
6768530P,Mission Taco Seasoning Mix 35g,Mission,Taco Seasoning Mix,2.0,$5.71 per 100G,35g,,International Foods,https://shop.coles.com.au/a/national/product/mission-taco-seasoning-mix
3339276P,Pattu Green Cardamom 50g,Pattu,Green Cardamom,5.15,$1.03 per 10G,50g,,International Foods,https://shop.coles.com.au/a/national/product/pattu-green-cardamon
3739831P,Joiner Lychee Drink 320mL,Joiner,Lychee Drink,1.6,$0.50 per 100mL,320mL,,International Foods,https://shop.coles.com.au/a/national/product/joiner-lyche-drink-3739831p
5253954P,TCC Coconut Milk 165mL,TCC,Coconut Milk,0.9,$0.55 per 100mL,165mL,,International Foods,https://shop.coles.com.au/a/national/product/tcc-milk-coconut-5253954p
3716246P,Knorr Aromat Canister 200g,Knorr,Aromat Canister,8.0,$4.00 per 100G,200g,,International Foods,https://shop.coles.com.au/a/national/product/knorr-aromat-canister
3652074P,Leiber's Classic Coconut Cream 400mL,Leiber's,Classic Coconut Cream,4.8,$1.20 per 100mL,400mL,,International Foods,https://shop.coles.com.au/a/national/product/leibers-classic-coconut-cream
2263350P,Bennys Pink And White Marshmallows 150g,Bennys,Pink And White Marshmallows,4.35,$3.06 per 100G,150g,,International Foods,https://shop.coles.com.au/a/national/product/bennys-pink-and-white-marshmallows
2352257P,Mr Fishi Matje Herring Fillets 1kg,Mr Fishi,Matje Herring Fillets,18.0,$18.00 per 1Kg,1kg,,International Foods,https://shop.coles.com.au/a/national/product/mr-fish-matje-herring-fillets-1kg
5253116P,Lee Kum Kee Pure Sesame Oil 207mL,Lee Kum Kee,Pure Sesame Oil,5.95,$2.87 per 100mL,207mL,,International Foods,https://shop.coles.com.au/a/national/product/lee-kum-kee-oil-sesame
3753672P,Ayam Gado Gado Peanut Sauce 250mL,Ayam,Gado Gado Peanut Sauce,3.5,$1.40 per 100mL,250mL,,International Foods,https://shop.coles.com.au/a/national/product/ayam-gado-gado-peanut-sauce
3814063P,Gourmet Emporium Mixed Sweets 300g,Gourmet Emporium,Mixed Sweets,7.0,$2.33 per 100G,300g,Specials,International Foods,https://shop.coles.com.au/a/national/product/gourmet-emporium-mixed-swets
2803458P,The Spice Tailor Bengali Coconut Lentil Daal 400g,The Spice Tailor,Bengali Coconut Lentil Daal,5.5,$1.38 per 100G,400g,,International Foods,https://shop.coles.com.au/a/national/product/the-spice-tailor-bengali-coconut-daal
3739048P,Amoy Light Soy Sauce 500mL,Amoy,Light Soy Sauce,3.85,$0.77 per 100mL,500mL,,International Foods,https://shop.coles.com.au/a/national/product/amoy-light-soy-sauce-3739048p
6621190P,Sharwood's Tandoori Paste 290g,Sharwood's,Tandoori Paste,4.5,$1.55 per 100G,290g,Specials,International Foods,https://shop.coles.com.au/a/national/product/sharwoods-paste-tandoori-curry-medium
3713372P,Whittaker's Ginger & Mandarin Dark Chocolate 100g,Whittaker's,Ginger & Mandarin Dark Chocolate,4.5,$4.50 per 100G,100g,,International Foods,https://shop.coles.com.au/a/national/product/whittaker-s-dark-choc-ginger-mandarin
3737257P,Ottogi Jin Ramen Cup Noodle Spicy 65g,Ottogi,Jin Ramen Cup Noodle Spicy,1.9,$2.92 per 100G,65g,,International Foods,https://shop.coles.com.au/a/national/product/ottogi-jin-ramen-cup-nodle-spicy
5019924P,Loacker Gran Pasticceria Coconut Wafer Biscuit 100g,Loacker,Gran Pasticceria Coconut Wafer Biscuit,4.0,$4.00 per 100G,100g,,International Foods,https://shop.coles.com.au/a/national/product/loacker-gran-paticceria-coconut
5249753P,Chang's Pad Thai Style Rice Noodles 250g,Chang's,Pad Thai Style Rice Noodles,2.0,$0.80 per 100G,250g,,International Foods,https://shop.coles.com.au/a/national/product/changs-noodles-rice-pad-thai
2598960P,Mr Fishi Herring Fillets In Marinade 600g,Mr Fishi,Herring Fillets In Marinade,11.5,$19.17 per 1Kg,600g,,International Foods,https://shop.coles.com.au/a/national/product/mr-fish-marinade-herring-fillets
3735626P,Coles Asia Nori 10 Sheets 28g,Coles,Asia Nori 10 Sheets,2.9,$10.36 per 100G,28g,,International Foods,https://shop.coles.com.au/a/national/product/coles-asia-nori-shets
3872897P,Achva Organic Tahini 500g,Achva,Organic Tahini,11.0,$2.20 per 100G,500g,,International Foods,https://shop.coles.com.au/a/national/product/achva-organic-tahini
2931968P,Colman's Horseradish Sauce 136g,Colman's,Horseradish Sauce,4.4,$3.24 per 100G,136g,,International Foods,https://shop.coles.com.au/a/national/product/colmans-horseradish-sauce-2931968p
6070665P,Jade Phoenix Premium Grade Black Fungus 100g,Jade Phoenix,Premium Grade Black Fungus,5.8,$58.00 per 1Kg,100g,,International Foods,https://shop.coles.com.au/a/national/product/jade-phoenix-fungus-black-premium
5253069P,Lee Kum Kee Char Siu Sauce 240g,Lee Kum Kee,Char Siu Sauce,4.2,$1.75 per 100G,240g,,International Foods,https://shop.coles.com.au/a/national/product/lee-kum-kee-sauce-char-siu
1032160P,Elite Pesek Zman Classic 45g,Elite,Pesek Zman Classic,2.0,$4.44 per 100G,45g,,International Foods,https://shop.coles.com.au/a/national/product/elite-pesek-zman-classic
6801080P,Ayam Premium Coconut Milk Powder 3 Pack 150g,Ayam,Premium Coconut Milk Powder 3 Pack,3.5,$2.33 per 100G,150g,,International Foods,https://shop.coles.com.au/a/national/product/ayam-milk-coconut-powder
9115340P,Seyran Sunflower Seeds 400g,Seyran,Sunflower Seeds,5.5,$13.75 per 1Kg,400g,,International Foods,https://shop.coles.com.au/a/national/product/seyran-sunflower-seeds
3737097P,OBAP Roasted Seasoned Seaweed 2 Pack 10g,OBAP,Roasted Seasoned Seaweed 2 Pack,1.6,$16.00 per 100G,10g,,International Foods,https://shop.coles.com.au/a/national/product/obap-roasted-seasoned-seawed-2-pack
1133430P,Garden Fresh Polish Dill Cucumbers Pickle 850g,Garden Fresh,Polish Dill Cucumbers Pickle,4.4,$0.52 per 100G,850g,,International Foods,https://shop.coles.com.au/a/national/product/garden-fresh-polish-dill-cucumbers
3714477P,Ceres Guava Delight Fruit Juice 1L,Ceres,Guava Delight Fruit Juice,2.8,$2.80 per 1L,1L,Specials,International Foods,https://shop.coles.com.au/a/national/product/ceres-fruit-juice-guava-delight
8902420P,Our Mate Yeast Extract Delicious Savoury Spread 125g,Our Mate,Yeast Extract Delicious Savoury Spread,4.0,$3.20 per 100G,125g,Specials,International Foods,https://shop.coles.com.au/a/national/product/our-mate-yeast-extract-spread-savoury-vege
9311087P,Patak's Butter Chicken Curry Paste 312g,Patak's,Butter Chicken Curry Paste,5.5,$1.76 per 100G,312g,,International Foods,https://shop.coles.com.au/a/national/product/pataks-paste-curry-butter-chicken
3339254P,Pattu Fennel Seeds 200g,Pattu,Fennel Seeds,2.2,$1.10 per 100G,200g,,International Foods,https://shop.coles.com.au/a/national/product/pattu-fennel-seeds
3739660P,Deka Mini Wafer Bites Taro Ube 200g,Deka,Mini Wafer Bites Taro Ube,4.3,$2.15 per 100G,200g,,International Foods,https://shop.coles.com.au/a/national/product/deka-mini-wafer-bites-taro-ube
3557448P,Louisiana Beer Batter Mix 240g,Louisiana,Beer Batter Mix,6.0,$2.50 per 100G,240g,,International Foods,https://shop.coles.com.au/a/national/product/louisiana-beer-batter-mix
1383980P,Baishanzu XO Garlic Mushroom Sauce 210g,Baishanzu,XO Garlic Mushroom Sauce,2.2,$1.05 per 100G,210g,,International Foods,https://shop.coles.com.au/a/national/product/baishanzu-xo-sauce-mushroom-garlic
6165127P,Ayam Pure Coconut Cream 270mL,Ayam,Pure Coconut Cream,2.0,$0.74 per 100mL,270mL,Specials,International Foods,https://shop.coles.com.au/a/national/product/ayam-cream-coconut
5752808P,Osem Smokey Bissli Snacks 70g,Osem,Smokey Bissli Snacks,1.3,$1.86 per 100G,70g,,International Foods,https://shop.coles.com.au/a/national/product/osem-bissli-snacks-smokey
3828159P,Royal Fields Pumpkin Seeds Salted 500g,Royal Fields,Pumpkin Seeds Salted,8.5,$1.70 per 100G,500g,,International Foods,https://shop.coles.com.au/a/national/product/royal-fields-pumpkin-seds-salted
2137378P,Marshmallow Fluff 213g,Marshmallow,Fluff,3.6,$1.69 per 100G,213g,,International Foods,https://shop.coles.com.au/a/national/product/marshmallow-fluff
1335117P,Five Tastes Thai Red Curry Paste 210g,Five Tastes,Thai Red Curry Paste,3.0,$1.43 per 100G,210g,Specials,International Foods,https://shop.coles.com.au/a/national/product/five-tastes-paste-thai-red-curry
2734220P,Five Tastes Stir Fry Shots Chinese Hoisin And Garlic 180g,Five Tastes,Stir Fry Shots Chinese Hoisin And Garlic,3.0,$1.67 per 100G,180g,Specials,International Foods,https://shop.coles.com.au/a/national/product/five-tastes-hoisin-garlic-stir-fry-shots
3198684P,Old El Paso Gluten Free Soft Taco Kit 418g,Old El Paso,Gluten Free Soft Taco Kit,5.0,$1.20 per 100G,418g,Specials,International Foods,https://shop.coles.com.au/a/national/product/old-el-paso-kit-gluten-free-soft-taco
3263458P,Deemah Assorted Caramel Toffee Jar 350g,Deemah,Assorted Caramel Toffee Jar,3.6,$1.03 per 100G,350g,Specials,International Foods,https://shop.coles.com.au/a/national/product/deemah-caramel-toffee-jar-3263458p
3462512P,Perugina Milk Chocolate With Hazelnuts 86g,Perugina,Milk Chocolate With Hazelnuts,4.4,$0.51 per 10G,86g,,International Foods,https://shop.coles.com.au/a/national/product/perugina-milk-chocolate-with-hazelnut
2484349P,Tung Chun Peking Duck Sauce 227g,Tung Chun,Peking Duck Sauce,3.45,$1.52 per 100G,227g,,International Foods,https://shop.coles.com.au/a/national/product/tung-chun-peking-duck-sauce-2484349p
4839977P,Jeeny's Palm Flavoured Sugar 260g,Jeeny's Palm,Flavoured Sugar,2.6,$1.00 per 100G,260g,,International Foods,https://shop.coles.com.au/a/national/product/jeenys-sugar-palm
424390P,Delamaris Salad Picnic Mackerel 125g,Delamaris,Salad Picnic Mackerel,2.7,$21.60 per 1Kg,125g,,International Foods,https://shop.coles.com.au/a/national/product/delamaris-mackerel-salad-picnic
3714455P,All Gold Tomato Sauce 500mL,All Gold,Tomato Sauce,6.5,$1.30 per 100mL,500mL,,International Foods,https://shop.coles.com.au/a/national/product/all-gold-tomato-sauce-3714455p
2158833P,Pattu Mung Beans Berken 1kg,Pattu,Mung Beans Berken,5.2,$5.20 per 1Kg,1kg,,International Foods,https://shop.coles.com.au/a/national/product/pattu--mung-beans
9255055P,Dr. Olivee Mixed Pickles 1kg,Dr. Olivee,Mixed Pickles,3.8,$3.80 per 1Kg,1kg,,International Foods,https://shop.coles.com.au/a/national/product/dr-olive-pickles-mixed
8946232P,Galaxy Ripple Bar 30g,Galaxy,Ripple Bar,2.7,$0.90 per 10G,30g,,International Foods,https://shop.coles.com.au/a/national/product/galaxy-ripple-bar
6622036P,Sharwood's Korma Curry Paste 280g,Sharwood's,Korma Curry Paste,4.5,$1.61 per 100G,280g,Specials,International Foods,https://shop.coles.com.au/a/national/product/sharwoods-paste-korma-mild
3714535P,Harry Ramsden Chinese Curry Sauce 48g,Harry Ramsden,Chinese Curry Sauce,1.8,$3.75 per 100G,48g,Specials,International Foods,https://shop.coles.com.au/a/national/product/harry-ramsden-chinese-curry-sauce
8252109P,Beigel & Beigel Extra Thin Pretzels Sticks 150g,Beigel & Beigel,Extra Thin Pretzels Sticks,2.4,$1.60 per 100G,150g,,International Foods,https://shop.coles.com.au/a/national/product/beigel-beigel-pretzels-sticks-salt
3098216P,Armonia Pretzel Cracker 350g,Armonia,Pretzel Cracker,4.0,$1.14 per 100G,350g,,International Foods,https://shop.coles.com.au/a/national/product/armonia-pretzel
3501294P,Eskal Gefilte Fish 570g,Eskal,Gefilte Fish,10.0,$1.75 per 100G,570g,,International Foods,https://shop.coles.com.au/a/national/product/eskal-zahav-gf-gefilte-fish-kb
3861370P,Mr Fishi Sprats In Oil 250g,Mr Fishi,Sprats In Oil,6.0,$2.40 per 100G,250g,,International Foods,https://shop.coles.com.au/a/national/product/mr-fishi-sprats-in-oil
8482029P,Escuris Sardines In Olive Oil 115g,Escuris,Sardines In Olive Oil,2.6,$22.61 per 1Kg,115g,,International Foods,https://shop.coles.com.au/a/national/product/escuris-sardines-in-olive-oil
2132137P,Frooti Mango Drink 500mL,Frooti,Mango Drink,1.75,$3.50 per 1L,500mL,,International Foods,https://shop.coles.com.au/a/national/product/frooti-mango-drink
3453329P,Jelly B Drinkable Konjac Jelly Peach Flavour 150mL,Jelly B,Drinkable Konjac Jelly Peach Flavour,2.7,$1.80 per 100mL,150mL,Specials,International Foods,https://shop.coles.com.au/a/national/product/jelly-b-konjac-jelly-peach-3453329p
3501261P,Nestle Bar-One Chocolate 55g,Nestle,Bar-One Chocolate,1.8,$3.27 per 100G,55g,,International Foods,https://shop.coles.com.au/a/national/product/nestle-bar-one
2656422P,Fresh Up Apple & Orange Juice Can 355mL,Fresh Up,Apple & Orange Juice Can,2.3,$0.65 per 100mL,355mL,,International Foods,https://shop.coles.com.au/a/national/product/fresh-up-apple-and-orange
2734231P,Five Tastes Lemongrass & Kaffir Lime Stir Fry Shots 180g,Five Tastes,Lemongrass & Kaffir Lime Stir Fry Shots,3.0,$1.67 per 100G,180g,Specials,International Foods,https://shop.coles.com.au/a/national/product/five-tastes-lemongrass-kaffir-lime-stir-fry-shots
